EJECUCIÓN PRESUPUESTAL A OCTUBRE DE 2016;;;;;
SECRETARÍA DE HACIENDA;;;;;
MUNICIPIO DE MEDELLÍN;;;;;
DEPENDENCIA;FONDO;PROYECTO;NOMBRE DEL PROYECTO;PRESUPUESTO DEFINITIVO;PRESUPUESTO EJECUTADO
Secretaría de Infraestructura Física;110018116 ;130503 ; MCV-Intervención integral del;700.659.779;526.415.377
Secretaría de Infraestructura Física;110018116 ;130533 ; MCV-Corred trans limpio, públ;9.922.756.973;8.459.309.131
Secretaría de Infraestructura Física;110060114 ;130534 ; MCV-Parque del río Medellín;354;0
Secretaría de Infraestructura Física;110070113 ;120057 ; Construcción Mejoramiento Obr;0;0
Secretaría de Infraestructura Física;110070113 ;080155 ; Adquisición de Predios para n;0;0
Secretaría de Infraestructura Física;110070113 ;070060 ; Mantenim. de maquinaria y equ;0;0
Secretaría de Infraestructura Física;110070113 ;120052 ; Rehabilitación y sostenimient;0;0
Secretaría de Infraestructura Física;110070113 ;120076 ; Construcción de ciclorutas Me;0;0
Secretaría de Infraestructura Física;110070114 ;080155 ; Adquisición de Predios para n;0;0
Secretaría de Infraestructura Física;110070115 ;120071 ; Construcción Puente Calle 93-;0;0
Secretaría de Infraestructura Física;110070115 ;120052 ; Rehabilitación y sostenimient;0;0
Secretaría de Infraestructura Física;110070115 ;120076 ; Construcción de ciclorutas Me;0;0
Secretaría de Infraestructura Física;110070116 ;100017 ; Mejoramiento de la movilidad ;25.947.600;25.947.600
Secretaría de Infraestructura Física;110090114 ;070081 ; Obras Desarrollo Urb Integr (;0;0
Secretaría de Infraestructura Física;110090114 ;120060 ; Construcción y Mejoramiento E;0;0
Secretaría de Infraestructura Física;110090115 ;120075 ; Construcción vías laterales q;0;0
Secretaría de Infraestructura Física;110090115 ;120052 ; Rehabilitación y sostenimient;0;0
Secretaría de Infraestructura Física;110090116 ;120078 ; Construcción PUI La Iguaná;90.635.783;90.635.783
Secretaría de Infraestructura Física;110090116 ;120057 ; Construcción Mejoramiento Obr;1.856.835.745;1.709.969.827
Secretaría de Infraestructura Física;110090116 ;120067 ; Const, Adec Sost puentes peat;43.526.971;43.526.971
Secretaría de Infraestructura Física;110090116 ;120071 ; Construcción Puente Calle 93-;129.285.476;129.285.476
Secretaría de Infraestructura Física;110090116 ;080155 ; Adquisición de Predios para n;221.650.201;221.650.201
Secretaría de Infraestructura Física;110090116 ;120047 ; Construc de mejoras viales en;193.023.453;193.023.453
Secretaría de Infraestructura Física;110090116 ;120059 ; Sostenimiento del Espacio Púb;180.323.416;180.323.416
Secretaría de Infraestructura Física;110090116 ;130359 ; Autopistas para la Prosperida;25.075.291.017;25.075.291.017
Secretaría de Infraestructura Física;110090116 ;120073 ; Construcción puente vehicular;744.508.216;744.508.216
Secretaría de Infraestructura Física;110090116 ;140073 ; CONST INTERC 4 SUR CON AV. PO;303.244.224;303.244.224
Secretaría de Infraestructura Física;110090116 ;140098 ; CONSTRUCCIÓN Y MEJORAMIENTO  ;26.466.264;26.466.264
Secretaría de Infraestructura Física;110090116 ;080194 ; METROPLÚS FASE 2;5.500.000.000;5.500.000.000
Secretaría de Infraestructura Física;110090116 ;110028 ; Mantenimiento Malla Vial Corr;931.230.515;931.230.515
Secretaría de Infraestructura Física;110090116 ;120052 ; Rehabilitación y sostenimient;56.355.356;56.355.356
Secretaría de Infraestructura Física;110090116 ;120060 ; Construcción y Mejoramiento E;97.598.985;97.598.985
Secretaría de Infraestructura Física;110090116 ;120076 ; Construcción de ciclorutas Me;107.580.061;107.580.061
Secretaría de Infraestructura Física;111000216 ;120052 ; Rehabilitación y sostenimient;62.356.042;0
Secretaría de Infraestructura Física;111000216 ;120064 ; Realización Obras Medellín un;9.490.224;0
Secretaría de Infraestructura Física;111010515 ;120060 ; Construcción y Mejoramiento E;15.689.899;15.689.899
Secretaría de Infraestructura Física;111090116 ;140051 ; 14PP1 - Construcción andenes,;3;0
Secretaría de Infraestructura Física;111090116 ;130537 ; 14PP3-Const mejoramiento de  ;32.178.737;0
Secretaría de Infraestructura Física;111090116 ;130548 ; 14PP6-Construcción y mejorami;7.766.780;0
Secretaría de Infraestructura Física;111090116 ;120057 ; Construcción Mejoramiento Obr;33.547.098;17.133.200
Secretaría de Infraestructura Física;111090116 ;130536 ; 14PP2-Mejoram calles y recu a;67.257.534;67.257.534
Secretaría de Infraestructura Física;111090116 ;130111 ; PP-13 Mejoramiento calles y r;94.314.582;76.343.063
Secretaría de Infraestructura Física;111090116 ;130126 ; PP-13 Construcc y mto malla v;5.201.280;0
Secretaría de Infraestructura Física;111090116 ;130566 ; 14PP50-Recupera mntto  vías t;209.937.228;0
Secretaría de Infraestructura Física;111090116 ;130572 ; 14PP90-Recuper mttovías terci;26.101.190;26.101.190
Secretaría de Infraestructura Física;150000213 ;080155 ; Adquisición de Predios para n;103.193.391;103.193.391
Secretaría de Infraestructura Física;150000213 ;120059 ; Sostenimiento del Espacio Púb;5.355.014;5.355.014
Secretaría de Infraestructura Física;150000213 ;120073 ; Construcción puente vehicular;409.488.162;409.488.162
Secretaría de Infraestructura Física;150000216 ;120073 ; Construcción puente vehicular;1.029.505.193;1.029.505.193
Secretaría de Infraestructura Física;150000216 ;120060 ; Construcción y Mejoramiento E;873.041.094;873.041.094
Secretaría de Infraestructura Física;150004015 ;120071 ; Construcción Puente Calle 93-;3.500.000.000;3.500.000.000
Secretaría de Infraestructura Física;150004015 ;120060 ; Construcción y Mejoramiento E;1.348.605.209;1.348.605.209
Secretaría de Infraestructura Física;150010510 ;120060 ; Construcción y Mejoramiento E;1.342.241.672;1.342.241.672
Secretaría de Infraestructura Física;150010515 ;120071 ; Construcción Puente Calle 93-;2.111.000.000;2.111.000.000
Secretaría de Infraestructura Física;150010515 ;120060 ; Construcción y Mejoramiento E;1.559.382.424;1.559.382.424
Secretaría de Infraestructura Física;150070114 ;120063 ; Sostenimiento Espacios Públic;24.521.301;24.521.301
Secretaría de Infraestructura Física;150070115 ;120071 ; Construcción Puente Calle 93-;14.496.416.178;14.496.416.178
Secretaría de Infraestructura Física;150070115 ;080155 ; Adquisición de Predios para n;289.454.817;289.454.817
Secretaría de Infraestructura Física;150070115 ;100017 ; Mejoramiento de la movilidad ;385.186.161;385.186.161
Secretaría de Infraestructura Física;150070115 ;120052 ; Rehabilitación y sostenimient;5.184.726.770;5.184.726.770
Secretaría de Infraestructura Física;150070115 ;120063 ; Sostenimiento Espacios Públic;30.614.026;30.614.026
Secretaría de Infraestructura Física;150070115 ;140100 ; PARQUE BIBLIOTECA ESPAÑA;2.716.918.612;2.716.918.612
Secretaría de Infraestructura Física;150070116 ;120052 ; Rehabilitación y sostenimient;2.140.000.000;2.140.000.000
Secretaría de Infraestructura Física;150090115 ;120078 ; Construcción PUI La Iguaná;379.124.190;379.124.190
Secretaría de Infraestructura Física;150090115 ;080496 ; CONSTRUCCION PUI CENTRO ORIEN;315.612.620;315.612.620
Secretaría de Infraestructura Física;150090115 ;070081 ; Obras Desarrollo Urb Integr (;399.209.383;399.209.383
Secretaría de Infraestructura Física;150090115 ;080495 ; CONSTRUCCIÓN PUI NOROCCIDENTA;51.600.000;51.600.000
Secretaría de Infraestructura Física;150090115 ;120057 ; Construcción Mejoramiento Obr;582.355.552;582.355.552
Secretaría de Infraestructura Física;150090115 ;120071 ; Construcción Puente Calle 93-;151.726.915;151.726.915
Secretaría de Infraestructura Física;150090115 ;120073 ; Construcción puente vehicular;446.892.570;446.892.570
Secretaría de Infraestructura Física;150090115 ;110028 ; Mantenimiento Malla Vial Corr;1.177.254.660;1.177.254.660
Secretaría de Infraestructura Física;150090115 ;120052 ; Rehabilitación y sostenimient;297.183.165;297.183.165
Secretaría de Infraestructura Física;150090116 ;120057 ; Construcción Mejoramiento Obr;1.522.252.277;1.522.252.277
Secretaría de Infraestructura Física;150090116 ;120067 ; Const, Adec Sost puentes peat;3.969.825.533;3.969.825.533
Secretaría de Infraestructura Física;150090116 ;120071 ; Construcción Puente Calle 93-;1.119.316.103;1.119.316.103
Secretaría de Infraestructura Física;150090116 ;080155 ; Adquisición de Predios para n;16.000.000;16.000.000
Secretaría de Infraestructura Física;150090116 ;120047 ; Construc de mejoras viales en;2.033.361.109;2.033.361.109
Secretaría de Infraestructura Física;150090116 ;120059 ; Sostenimiento del Espacio Púb;989.360.515;989.360.515
Secretaría de Infraestructura Física;150090116 ;070060 ; Mantenim. de maquinaria y equ;13.899.864;13.899.864
Secretaría de Infraestructura Física;150090116 ;120069 ; Estudios y diseños para la in;482.332.492;482.332.492
Secretaría de Infraestructura Física;150090116 ;100017 ; Mejoramiento de la movilidad ;742.180.876;742.180.876
Secretaría de Infraestructura Física;150090116 ;120052 ; Rehabilitación y sostenimient;342.993.994;342.993.994
Secretaría de Infraestructura Física;150090116 ;130575 ; Cancha Sintética Sector Guaya;8.425.367;8.425.367
Secretaría de Infraestructura Física;150090116 ;120060 ; Construcción y Mejoramiento E;301.051.870;301.051.870
Secretaría de Infraestructura Física;160000115 ;140051 ; 14PP1 - Construcción andenes,;74.882.617;74.882.617
Secretaría de Infraestructura Física;160000115 ;140140 ; 15PP2-CONST ANDENES, CORDONES;556.566.850;556.566.850
Secretaría de Infraestructura Física;160000115 ;130537 ; 14PP3-Const mejoramiento de  ;17.394.138;17.394.138
Secretaría de Infraestructura Física;160000115 ;140141 ; 15PP3-INFRAESTRUCTURA PARA LA;455.863.726;455.863.726
Secretaría de Infraestructura Física;160000115 ;130538 ; 14PP4-Constr  y mejormiento  ;416.251.128;416.251.128
Secretaría de Infraestructura Física;160000115 ;140142 ; 15PP4CONST ANDENES, CORDONES,;847.856.792;847.856.792
Secretaría de Infraestructura Física;160000115 ;140143 ; 15PP5CONST ANDENES, CORDONES,;344.346.903;344.346.903
Secretaría de Infraestructura Física;160000115 ;130368 ; JVE-06 Obras complem PUI  zon;32.999.532;32.999.532
Secretaría de Infraestructura Física;160000115 ;140247 ; 15PP6-RECUPERACIÓN, MMTO Y AD;709.976.123;709.976.123
Secretaría de Infraestructura Física;160000115 ;130550 ; 14PP7-Construcción y mejorami;45.528.791;45.528.791
Secretaría de Infraestructura Física;160000115 ;140248 ; 15PP7-RECUPERACIÓN, MANTENIMI;552.994.060;552.994.060
Secretaría de Infraestructura Física;160000115 ;130554 ; 14PP8-Const  manten espacios ;5.584.000;5.584.000
Secretaría de Infraestructura Física;160000115 ;140144 ; 15PP8-MEJORAMIENTO INFRAESTRU;75.257.603;75.257.603
Secretaría de Infraestructura Física;160000115 ;140145 ; 15PP9-MEJORAMIENTO DE LA INFR;231.437.724;231.437.724
Secretaría de Infraestructura Física;160000115 ;140371 ; 15PP13CONST ADEC ANDENES, COR;627.594.413;627.594.413
Secretaría de Infraestructura Física;160000115 ;140146 ; 15PP15-CONSTRUCCIÓN Y MANTENI;658.222.020;658.222.020
Secretaría de Infraestructura Física;160000115 ;140147 ; 15PP16-CONSTRUCCION Y MANTENI;289.212.845;289.212.845
Secretaría de Infraestructura Física;160000115 ;140150 ; 15PP70CONST REPARACION OBRAS ;381.783.595;381.783.595
Secretaría de Infraestructura Física;160000115 ;140151 ; 15PP80-CONSTRUCCION Y MANTENI;518.615.064;518.615.064
Secretaría de Infraestructura Física;160000115 ;140152 ; 15PP90-CONSTRUCCIÓN Y MANTENI;437.305.742;437.305.742
Secretaría de Infraestructura Física;160000115 ;120057 ; Construcción Mejoramiento Obr;20.890.810;20.890.810
Secretaría de Infraestructura Física;160000115 ;120059 ; Sostenimiento del Espacio Púb;22.270.937;22.270.937
Secretaría de Infraestructura Física;160000115 ;130111 ; PP-13 Mejoramiento calles y r;207.151.151;207.151.151
Secretaría de Infraestructura Física;160000115 ;070060 ; Mantenim. de maquinaria y equ;49.886.142;49.886.142
Secretaría de Infraestructura Física;160000115 ;120069 ; Estudios y diseños para la in;749.733.928;749.733.928
Secretaría de Infraestructura Física;160000115 ;130689 ; JVE-80 MALLA VIAL;1.586.519.611;1.586.519.611
Secretaría de Infraestructura Física;160000115 ;140082 ; 14PP80- MOVILIDAD PARA SAN AN;261.026.562;261.026.562
Secretaría de Infraestructura Física;160000115 ;120053 ; Construcción y sostenimiento ;115.355.688;115.355.688
Secretaría de Infraestructura Física;160000115 ;140148 ; 15PP50-RECUPERACIÓN Y MANTENI;946.030.113;946.030.113
Secretaría de Infraestructura Física;160000115 ;130569 ; 14PP60-Mejoramiento de vías, ;49.031.808;49.031.808
Secretaría de Infraestructura Física;160000115 ;140149 ; 15PP60-MEJORAMIENTO DE LA INF;487.305.188;487.305.188
Secretaría de Infraestructura Física;160000115 ;120052 ; Rehabilitación y sostenimient;899.115.341;899.115.341
Secretaría de Infraestructura Física;160000115 ;140279 ; 15PP8-ADECUACIÓN, MEJORAM Y R;134.364.670;134.364.670
Secretaría de Infraestructura Física;160000115 ;120060 ; Construcción y Mejoramiento E;17.424.162;17.424.162
Secretaría de Infraestructura Física;160000213 ;120052 ; Rehabilitación y sostenimient;9.666.455;9.666.455
Secretaría de Infraestructura Física;160010515 ;120060 ; Construcción y Mejoramiento E;347.605.795;347.605.795
Secretaría de Infraestructura Física;160070114 ;130690 ; JVE-60 SAN CRISTOBAL CON VÍAS;71.541.077;71.541.077
Secretaría de Infraestructura Física;160070115 ;120053 ; Construcción y sostenimiento ;50.000.000;50.000.000
Secretaría de Infraestructura Física;160070115 ;120060 ; Construcción y Mejoramiento E;358.879.136;358.879.136
Secretaría de Infraestructura Física;160090115 ;120078 ; Construcción PUI La Iguaná;400.000.000;400.000.000
Secretaría de Infraestructura Física;160090115 ;080495 ; CONSTRUCCIÓN PUI NOROCCIDENTA;121.034.442;121.034.442
Secretaría de Medio Ambiente;110000116 ;150253 ; 16PP2-CULTURA AMBIENTAL PARA ;644.000.000;635.000.029
Secretaría de Medio Ambiente;110000116 ;150254 ; 16PP3-APOYO EJEC ACCI ENMAR P;550.000.000;216.520.523
Secretaría de Medio Ambiente;110000116 ;150260 ; 16PP10-FORTALEC ESCUELA AMB M;307.141.250;307.141.250
Secretaría de Medio Ambiente;110000116 ;150264 ; 16PP14-EDUCACIÓN AMBIENTAL;250.000.000;250.000.000
Secretaría de Medio Ambiente;110000116 ;150265 ; 16PP15-BUENAS PRÁCTICAS AMBIE;200.000.000;200.000.000
Secretaría de Medio Ambiente;110000116 ;150269 ; 16PP70-ALTAVISTA EDUCACIÓN AM;320.000.000;311.012.707
Secretaría de Medio Ambiente;110000116 ;150270 ; 16PP80-MEDIO AMBIENTE Y SOSTE;550.000.000;526.742.197
Secretaría de Medio Ambiente;110000116 ;120082 ; Buenas prácticas de pdn y con;98.103.863;98.103.863
Secretaría de Medio Ambiente;110000116 ;120085 ; Educación ambiental y partici;100.000.000;0
Secretaría de Medio Ambiente;110000116 ;150263 ; 16PP13-REVIS ACT PLAN MAN AMB;300.000.000;285.463.874
Secretaría de Medio Ambiente;110000116 ;150252 ; 16PP1-MEJORAMIENTO DE LAS CON;1.700.000.000;1.700.000.000
Secretaría de Medio Ambiente;110000116 ;150259 ; 16PP9-MEJORAM HÁBITAT CULTURA;348.919.993;348.919.993
Secretaría de Medio Ambiente;110000116 ;120081 ; Bienestar animal;2.600.000.000;1.400.000.000
Secretaría de Medio Ambiente;110000116 ;120086 ; Medellín, ciudad verde para l;1.073.629.885;1.073.629.885
Secretaría de Medio Ambiente;110000116 ;120088 ; Parq Cent de Ant (Sistema Cen;0;0
Secretaría de Medio Ambiente;110000116 ;150267 ; 16PP50-FORTALECIM HÁBITAT EDU;260.000.000;110.000.000
Secretaría de Medio Ambiente;110000116 ;150255 ; 16PP5-EDUCAC CULT AMB ADECU M;415.000.000;415.000.000
Secretaría de Medio Ambiente;110000116 ;150256 ; 16PP6-MEJOR HÁBITAT FORTAL GE;600.000.000;600.000.000
Secretaría de Medio Ambiente;110000116 ;150257 ; 16PP7-MEJORAM HÁBITAT FORTAL ;681.652.875;615.595.593
Secretaría de Medio Ambiente;110000116 ;150258 ; 16PP8-EDUCACIÓN PARTICIP AMB ;540.000.000;524.494.799
Secretaría de Medio Ambiente;110000116 ;150261 ; 16PP11-COMUNIDAD SOSTENIBLE A;373.000.000;373.000.000
Secretaría de Medio Ambiente;110000116 ;150266 ; 16PP16-FORTALECIM ESTRATEG CU;186.058.224;186.058.223
Secretaría de Medio Ambiente;110000116 ;120089 ; Recuperación y apropiación de;730.395.525;0
Secretaría de Medio Ambiente;110000116 ;120083 ; Conservación y administración;600.000.000;550.000.000
Secretaría de Medio Ambiente;110000116 ;120090 ; Sistema de gestión ambiental;2.397.648.412;2.361.868.056
Secretaría de Medio Ambiente;110000116 ;120080 ; Manejo integral del agua;5.932.436.113;4.525.485.601
Secretaría de Medio Ambiente;110000116 ;150063 ; Protección de microcuencas es;11.785.801.868;1.800.000.000
Secretaría de Medio Ambiente;110000116 ;150262 ; 16PP12-ESPACIOS DE CONEXIÓN V;400.000.000;378.999.738
Secretaría de Medio Ambiente;110000116 ;150268 ; 16PP60-FOMENTO BUENAS PRÁCT A;200.000.000;200.000.000
Secretaría de Medio Ambiente;110000116 ;120087 ; Gestión integral de residuos ;3.453.836.015;2.523.836.015
Secretaría de Medio Ambiente;110000216 ;120084 ; Cinturón Verde para el equili;873.862.470;873.862.470
Secretaría de Medio Ambiente;110000216 ;120088 ; Parq Cent de Ant (Sistema Cen;3.000.000.000;3.000.000.000
Secretaría de Medio Ambiente;110000216 ;120089 ; Recuperación y apropiación de;626.654.793;626.654.793
Secretaría de Medio Ambiente;110002614 ;120080 ; Manejo integral del agua;0;0
Secretaría de Medio Ambiente;110004009 ;080251 ; Construcción parques lineales;41.401.814;0
Secretaría de Medio Ambiente;110004013 ;120082 ; Buenas prácticas de pdn y con;21.312;0
Secretaría de Medio Ambiente;110004013 ;120085 ; Educación ambiental y partici;1;0
Secretaría de Medio Ambiente;110004013 ;120089 ; Recuperación y apropiación de;855;0
Secretaría de Medio Ambiente;110004014 ;120082 ; Buenas prácticas de pdn y con;0;0
Secretaría de Medio Ambiente;110004014 ;120080 ; Manejo integral del agua;85.000.000;0
Secretaría de Medio Ambiente;110004015 ;130683 ; JVE-04 INTERVENCION EN QUEBRA;521.160;0
Secretaría de Medio Ambiente;110004015 ;150053 ; JVE-13 PROTEC SOLUCIÓN HIDRÁU;750.000.000;0
Secretaría de Medio Ambiente;110007505 ;080278 ; Educ.sensib para las buenas p;487.721;0
Secretaría de Medio Ambiente;110008114 ;150063 ; Protección de microcuencas es;121.408.987;0
Secretaría de Medio Ambiente;110008115 ;150063 ; Protección de microcuencas es;29.715.492;0
Secretaría de Medio Ambiente;110008116 ;150063 ; Protección de microcuencas es;245.981.384;245.981.384
Secretaría de Medio Ambiente;110009005 ;080278 ; Educ.sensib para las buenas p;2.060;0
Secretaría de Medio Ambiente;110012411 ;080278 ; Educ.sensib para las buenas p;8.804.545;0
Secretaría de Medio Ambiente;110012412 ;080278 ; Educ.sensib para las buenas p;5.477.812;0
Secretaría de Medio Ambiente;110012412 ;120085 ; Educación ambiental y partici;19.111.008;0
Secretaría de Medio Ambiente;110012413 ;120085 ; Educación ambiental y partici;1.725.100;0
Secretaría de Medio Ambiente;110012414 ;120085 ; Educación ambiental y partici;1;0
Secretaría de Medio Ambiente;110012415 ;080278 ; Educ.sensib para las buenas p;35.232.246;0
Secretaría de Medio Ambiente;110012415 ;120085 ; Educación ambiental y partici;500.000;0
Secretaría de Medio Ambiente;110012416 ;120085 ; Educación ambiental y partici;515.000;0
Secretaría de Medio Ambiente;110016013 ;120088 ; Parq Cent de Ant (Sistema Cen;112.499;0
Secretaría de Medio Ambiente;110016013 ;120087 ; Gestión integral de residuos ;6.536.079;0
Secretaría de Medio Ambiente;110070113 ;120088 ; Parq Cent de Ant (Sistema Cen;0;0
Secretaría de Medio Ambiente;110070113 ;120087 ; Gestión integral de residuos ;0;0
Secretaría de Medio Ambiente;110070114 ;130668 ; JVE-15 Guayabal Parque de las;0;0
Secretaría de Medio Ambiente;110070114 ;130675 ; JVE-c16 Previniendo riesgos e;0;0
Secretaría de Medio Ambiente;110070115 ;120082 ; Buenas prácticas de pdn y con;0;0
Secretaría de Medio Ambiente;110070115 ;120085 ; Educación ambiental y partici;0;0
Secretaría de Medio Ambiente;110070115 ;120088 ; Parq Cent de Ant (Sistema Cen;0;0
Secretaría de Medio Ambiente;110070115 ;120087 ; Gestión integral de residuos ;0;0
Secretaría de Medio Ambiente;110070116 ;120082 ; Buenas prácticas de pdn y con;200.000.000;200.000.000
Secretaría de Medio Ambiente;110070116 ;120081 ; Bienestar animal;4.242.952.999;4.242.952.999
Secretaría de Medio Ambiente;110070116 ;120088 ; Parq Cent de Ant (Sistema Cen;2.000.000.000;2.000.000.000
Secretaría de Medio Ambiente;110070116 ;120080 ; Manejo integral del agua;6.709.936.905;6.709.936.905
Secretaría de Medio Ambiente;110070116 ;120087 ; Gestión integral de residuos ;6.467.672.096;6.250.461.074
Secretaría de Medio Ambiente;110090114 ;120087 ; Gestión integral de residuos ;0;0
Secretaría de Medio Ambiente;110090115 ;120085 ; Educación ambiental y partici;0;0
Secretaría de Medio Ambiente;110090115 ;120086 ; Medellín, ciudad verde para l;0;0
Secretaría de Medio Ambiente;110090115 ;120083 ; Conservación y administración;0;0
Secretaría de Medio Ambiente;110090116 ;120085 ; Educación ambiental y partici;1.076.545.573;1.076.545.573
Secretaría de Medio Ambiente;110090116 ;120086 ; Medellín, ciudad verde para l;1.718.441.956;1.718.441.956
Secretaría de Medio Ambiente;110090116 ;120083 ; Conservación y administración;1.200.000.000;1.200.000.000
Secretaría de Medio Ambiente;111000116 ;120090 ; Sistema de gestión ambiental;43.572.501;43.572.501
Secretaría de Medio Ambiente;111016013 ;120088 ; Parq Cent de Ant (Sistema Cen;3.940.954;3.940.954
Secretaría de Medio Ambiente;111070116 ;120087 ; Gestión integral de residuos ;11.571.238;11.571.238
Secretaría de Medio Ambiente;150000116 ;120090 ; Sistema de gestión ambiental;88.365.724;88.365.724
Secretaría de Medio Ambiente;150000116 ;120080 ; Manejo integral del agua;119.262.558;119.262.558
Secretaría de Medio Ambiente;150002615 ;120080 ; Manejo integral del agua;73.148.235;73.148.235
Secretaría de Medio Ambiente;150004015 ;120080 ; Manejo integral del agua;154.000.000;154.000.000
Secretaría de Medio Ambiente;150008114 ;120080 ; Manejo integral del agua;198.603.276;198.603.276
Secretaría de Medio Ambiente;150070115 ;120090 ; Sistema de gestión ambiental;23.666.552;23.666.552
Secretaría de Medio Ambiente;150070115 ;120080 ; Manejo integral del agua;324.255.101;324.255.101
Secretaría de Medio Ambiente;150070115 ;120087 ; Gestión integral de residuos ;200.304.661;200.304.661
Secretaría de Medio Ambiente;150090115 ;120085 ; Educación ambiental y partici;50.000.000;50.000.000
Secretaría de Medio Ambiente;160000115 ;140217 ; 15PP8-SENSIBILI, EDUCACIÓN CU;8.000.001;8.000.001
Secretaría de Medio Ambiente;160000115 ;140219 ; 15PP10-FORTALECIMIENTO A LA E;8.990.313;8.990.313
Secretaría de Medio Ambiente;160000115 ;140221 ; 15PP12-CULTURA AMBIENTAL BUEN;1.311.858;1.311.858
Secretaría de Medio Ambiente;160000115 ;140222 ; 15PP14-EDUCACIÓN  AMBIENTAL;85.064.180;85.064.180
Secretaría de Medio Ambiente;160000115 ;140223 ; 15PP15-CULTURA AMBIENTAL BUEN;3.395.647;3.395.647
Secretaría de Medio Ambiente;160000115 ;140224 ; 15PP16-FORTALECIMIENTO EN CUL;5.943.129;5.943.129
Secretaría de Medio Ambiente;160000115 ;140225 ; 15PP50-CONSTRUCCIÓN ESTUFAS E;1.922.377;1.922.377
Secretaría de Medio Ambiente;160000115 ;130668 ; JVE-15 Guayabal Parque de las;92.112.724;92.112.724
Secretaría de Medio Ambiente;160000115 ;130669 ; JVE -70 Medellín ciudad verde;64.964.157;64.964.157
Secretaría de Medio Ambiente;160000115 ;140268 ; 15PP80-PROT, CONS MMTO ECOSIS;47.336.267;47.336.267
Secretaría de Medio Ambiente;160000115 ;140207 ; 15PP1-MEJORAMIENTO  DE LAS CO;720.374.835;720.374.835
Secretaría de Medio Ambiente;160000115 ;140208 ; 15PP2-MEJORAMIENTO DE LAS CON;189.293.622;189.293.622
Secretaría de Medio Ambiente;160000115 ;140209 ; 15PP3-INTERVENCIÓN INTEGRAL E;430.743.439;430.743.439
Secretaría de Medio Ambiente;160000115 ;130666 ; JVE -05 Manejo Integral del A;178.457.208;178.457.208
Secretaría de Medio Ambiente;160000115 ;140210 ; 15PP5-FORTALEC EDUC AMBIENT M;39.952.823;39.952.823
Secretaría de Medio Ambiente;160000115 ;140218 ; 15PP9-INTERVENCIÓN FÍSICA Y P;99.999.999;99.999.999
Secretaría de Medio Ambiente;160000115 ;130663 ; 14PP9- Manejo áreas que confo;89.208.360;89.208.360
Secretaría de Medio Ambiente;160000115 ;140376 ; 15PP13-COMUNA ECOLÓGICA Y LIM;35.426.221;35.426.221
Secretaría de Medio Ambiente;160000115 ;120090 ; Sistema de gestión ambiental;49.903.990;49.903.990
Secretaría de Medio Ambiente;160000115 ;120080 ; Manejo integral del agua;1.457.338.881;1.457.338.881
Secretaría de Medio Ambiente;160000115 ;130696 ; JVE-03 Mejoramiento Ambiental;1.063.510.846;1.063.510.846
Secretaría de Medio Ambiente;160000115 ;130672 ; JVE -05 Gestión Integral De R;141.915.846;141.915.846
Secretaría de Medio Ambiente;160000115 ;130670 ; JVE-06 Implem estrateg manejo;174.120.723;174.120.723
Secretaría de Medio Ambiente;160000115 ;130695 ; JVE-09 Manejo Adecuado del Há;49.171.724;49.171.724
Secretaría de Medio Ambiente;160000115 ;130684 ; JVE-14 Mejoramiento de las co;1.822.478.275;1.822.478.275
Secretaría de Medio Ambiente;160000115 ;130675 ; JVE-c16 Previniendo riesgos e;549.835.695;549.835.695
Secretaría de Medio Ambiente;160000115 ;120087 ; Gestión integral de residuos ;224.213.651;224.213.651
Secretaría de Medio Ambiente;160004015 ;150051 ; JVE-50 FORT DE LAS BUENAS PRÁ;200.000.000;200.000.000
Secretaría de Medio Ambiente;160004015 ;130683 ; JVE-04 INTERVENCION EN QUEBRA;192.926.391;192.926.391
Secretaría de Medio Ambiente;160004015 ;150050 ; JVE-15 Const de Corr Ecol en ;51.971.326;51.971.326
Secretaría de Medio Ambiente;160070115 ;120082 ; Buenas prácticas de pdn y con;3.247.335;3.247.335
Secretaría de Medio Ambiente;160070115 ;120081 ; Bienestar animal;9.619.367;9.619.367
Secretaría de Medio Ambiente;160070115 ;120090 ; Sistema de gestión ambiental;29.296.054;29.296.054
Secretaría de Medio Ambiente;160070115 ;120087 ; Gestión integral de residuos ;87.065.327;87.065.327
Secretaría de Medio Ambiente;160090115 ;120082 ; Buenas prácticas de pdn y con;22.158.581;22.158.581
Secretaría de Medio Ambiente;160090115 ;120086 ; Medellín, ciudad verde para l;1;1
Secretaría de Medio Ambiente;160090115 ;120090 ; Sistema de gestión ambiental;20.000.000;20.000.000
Secretaría de Movilidad;110000116 ;110149 ; Manteni y operación escaleras;900.000.000;900.000.000
Secretaría de Movilidad;110000116 ;110002 ; Fortalecimiento Operación Met;20.000.000.000;20.000.000.000
Secretaría de Movilidad;110000116 ;110034 ; Ampliación y Sostenimiento de;4.873.009.926;4.607.440.349
Secretaría de Movilidad;110000116 ;120152 ; Fortal control embriaguez med;220.217.844;213.217.844
Secretaría de Movilidad;110000116 ;120156 ; Señalización Vial para la Mov;9.484.273.172;8.895.141.406
Secretaría de Movilidad;110000116 ;120157 ; Implementación Tecnología de ;298.788.750;131.624.169
Secretaría de Movilidad;110000116 ;120237 ; Renova dotación mtto equipos ;2.477.664.366;1.929.346.116
Secretaría de Movilidad;110000116 ;120240 ; Educación para la Movilidad y;4.586.487.124;4.506.978.735
